code	station_name	type	geo_lat	geo_lng	municipality
PMR	Purmerend	interchange_local_train_station	52.50305557251	4.9536108970642	Purmerend
PMO	Purmerend Overwhere	local_train_station	52.511390686035	4.9683332443237	Purmerend
PMW	Purmerend Weidevenne	local_train_station	52.496590632542	4.9356293678284	Purmerend
PT	Putten	local_train_station	52.264999389648	5.5752778053284	Putten
RAT	Raalte	local_train_station	52.391666412354	6.2775001525879	Raalte
RVS	Ravenstein	local_train_station	51.794166564941	5.6358332633972	Oss
RV	Reuver	local_train_station	51.28321916653	6.0789585113525	Beesel
RH	Rheden	local_train_station	52.0101	6.0314	Rheden
RHN	Rhenen	interchange_local_train_station	51.958610534668	5.5783333778381	Rhenen
RSN	Rijssen	local_train_station	52.3122215271	6.5202779769897	Rijssen-Holten
RSW	Rijswijk	local_train_station	52.039722442627	4.3191666603088	Rijswijk
RB	Rilland-Bath	local_train_station	51.422779083252	4.1611108779907	Reimerswaal
RM	Roermond	interchange_intercity_station	51.193054199219	5.9941668510437	Roermond
RD	Roodeschool	local_train_station	53.421262	6.7587	Het Hogeland
RSD	Roosendaal	interchange_intercity_station	51.540279388428	4.4583334922791	Roosendaal
RS	Rosmalen	local_train_station	51.714721679688	5.3680553436279	's-Hertogenbosch
RTA	Rotterdam Alexander	intercity_station	51.951946258545	4.5536112785339	Rotterdam
RTB	Rotterdam Blaak	local_train_station	51.920276641846	4.4888887405395	Rotterdam
RTD	Rotterdam Centraal	mega_station	51.92499923706	4.468888759613	Rotterdam
RLB	Rotterdam Lombardijen	local_train_station	51.880001068115	4.531388759613	Rotterdam
RTN	Rotterdam Noord	local_train_station	51.942222595215	4.4816665649414	Rotterdam
RTST	Rotterdam Stadion		51.893890380859	4.5197219848633	Rotterdam
RTZ	Rotterdam Zuid	local_train_station	51.904445648193	4.5102777481079	Rotterdam
RL	Ruurlo	local_train_station	52.0810888	6.4492656	Berkelland
SPTN	Santpoort Noord	local_train_station	52.43388748169	4.6325001716614	Velsen
SPTZ	Santpoort Zuid	local_train_station	52.419723510742	4.6313886642456	Velsen
SSH	Sassenheim	local_train_station	52.215278	4.517222	Teylingen
SWD	Sauwerd	local_train_station	53.29113	6.5404	Het Hogeland
SGN	Schagen	local_train_station	52.784442901611	4.8052778244019	Schagen
SDA	Scheemda	local_train_station	53.1655362	6.9777775	Oldambt
SDM	Schiedam Centrum	local_train_station	51.921243812803	4.4089937210083	Schiedam
SOG	Schin op Geul	local_train_station	50.856388092041	5.8722224235535	Voerendaal
SN	Schinnen	local_train_station	50.939167022705	5.8744444847107	Beekdaelen
SHL	Schiphol Airport	mega_station	52.30944442749	4.7619442939758	Haarlemmermeer
STD	Sittard	interchange_intercity_station	51.001667022705	5.8586111068726	Sittard-Geleen
SDT	Sliedrecht	local_train_station	51.829723358154	4.7783331871033	Sliedrecht
SDTB	Sliedrecht Baanhoek	local_train_station	51.829722	4.743333	Sliedrecht
SK	Sneek	interchange_local_train_station	53.0328688	5.6523969	Súdwest-Fryslân
SKND	Sneek Noord	local_train_station	53.0409319	5.6631808	Súdwest-Fryslân
ST	Soest	interchange_local_train_station	52.173332214355	5.3099999427795	Soest
STZ	Soest Zuid	local_train_station	52.165279388428	5.3030557632446	Soest
SD	Soestdijk	local_train_station	52.183612823486	5.3000001907349	Soest
SBK	Spaubeek	local_train_station	50.94327	5.850529	Beek
STV	Stavoren	local_train_station	52.8865535	5.3600212	Súdwest-Fryslân
STM	Stedum	local_train_station	53.3262092	6.6875551	Eemsdelta
SWK	Steenwijk	intercity_station	52.791510992432	6.1145557632446	Steenwijkerland
SRN	Susteren	local_train_station	51.061389923096	5.8630557060242	Echt-Susteren
SM	Swalmen	local_train_station	51.23582	6.03228	Roermond
TG	Tegelen	local_train_station	51.33894	6.14253	Venlo
TBG	Terborg	local_train_station	51.9224549	6.3642466	Oude IJsselstreek
TL	Tiel	interchange_local_train_station	51.889446258545	5.4222221374512	Tiel
TPSW	Tiel Passewaaij	local_train_station	51.873889923096	5.39222240448	Tiel
TB	Tilburg	interchange_intercity_station	51.560554504395	5.0836110115051	Tilburg
TBR	Tilburg Reeshof	local_train_station	51.573612213135	4.9944443702698	Tilburg
TBU	Tilburg Universiteit	local_train_station	51.564985	5.051778	Tilburg
TWL	Twello	local_train_station	52.237777709961	6.0986108779907	Voorst
UTG	Uitgeest	interchange_local_train_station	52.521667480469	4.7016668319702	Uitgeest
UHZ	Uithuizen	local_train_station	53.4099568	6.6748869	Het Hogeland
UHM	Uithuizermeeden	local_train_station	53.4145845	6.7202975	Het Hogeland
UST	Usquert	local_train_station	53.4014742	6.6093776	Het Hogeland
UT	Utrecht Centraal	mega_station	52.088890075684	5.1102776527405	Utrecht
UTLR	Utrecht Leidsche Rijn	local_train_station	52.09896	5.06523	Utrecht
UTLN	Utrecht Lunetten	local_train_station	52.06555557251	5.144166469574	Utrecht
UTM	Utrecht Maliebaan	local_train_station	52.087776184082	5.1313886642456	Utrecht
UTO	Utrecht Overvecht	interchange_local_train_station	52.110000610352	5.1247220039368	Utrecht
UTT	Utrecht Terwijde	local_train_station	52.1000753	5.0439547	Utrecht
UTVR	Utrecht Vaartsche Rijn	interchange_local_train_station	52.078889	5.121667	Utrecht
UTZL	Utrecht Zuilen	local_train_station	52.103055	5.09	Utrecht
VK	Valkenburg		50.869720458984	5.8322219848633	Valkenburg aan de Geul
VSV	Varsseveld	local_train_station	51.937257	6.458839	Oude IJsselstreek
VDM	Veendam	interchange_local_train_station	53.10324	6.88475	Veendam
VNDC	Veenendaal Centrum	interchange_local_train_station	52.020000457764	5.548611164093	Veenendaal
VNDW	Veenendaal West	local_train_station	52.028057098389	5.531388759613	Veenendaal
KLP	Veenendaal-De Klomp	local_train_station	52.045833587646	5.5738887786865	Ede
VP	Velp	local_train_station	51.994720458984	5.9802780151367	Rheden
VL	Venlo	interchange_intercity_station	51.363609313965	6.1727776527405	Venlo
VRY	Venray	interchange_local_train_station	51.526568099007	6.0141777992248	Venray
VLB	Vierlingsbeek	local_train_station	51.59193	5.99714	Land van Cuijk
VTN	Vleuten	local_train_station	52.103056	5.007404	Utrecht
VS	Vlissingen	interchange_intercity_station	51.445835113525	3.5952777862549	Vlissingen
